"","Loans.funded_amnt","Loans.loan_amnt","Loans.dti","Loans.emp_length","Loans.installment","Loans.annual_inc","Loans.revol_bal","earlyear","proputil","Loans.open_acc","Loans.loan_status"
"37393",4375,5500,17.63,0,145.78,28089,7474,101,35.8,7,"Fully Paid"
"15999",12000,12000,11.93,1,415.46,120000,12444,88,78.3,7,"Fully Paid"
"24377",8000,8000,14.42,3,174.42,38790,10446,104,43.9,11,"Fully Paid"
"17758",8500,8500,18.87,10,275.76,220000,146762,89,87.3,17,"Fully Paid"
"21646",1600,1600,20.86,0,54.47,16800,8451,104,65.5,7,"Fully Paid"
"9203",10000,10000,22.53,10,325.45,80000,6341,100,90.6,8,"Fully Paid"
"5139",7500,7500,22.12,0,228.27,55000,5805,100,20,9,"Fully Paid"
"4271",35000,35000,20.21,10,925.54,135000,56470,95,73.1,13,"Fully Paid"
"21701",5000,5000,6.22,0,154.18,50000,11562,97,38.3,10,"Fully Paid"
"673",8000,8000,8.7,2,250.33,75000,8144,102,55.4,6,"Fully Paid"
"15856",12000,12000,8.34,0,393.5,42000,11048,102,88.9,10,"Fully Paid"
"14750",10000,10000,8.03,10,325.45,195054.78,91935,95,62,11,"Fully Paid"
"29937",10000,10000,24.39,2,323.85,33500,7842,89,48.4,6,"Fully Paid"
"34487",5500,5500,12.11,1,173.86,42312,39,103,0.3,5,"Fully Paid"
"2086",8000,8000,6.69,4,219.46,45000,2975,108,72.6,4,"Fully Paid"
"33400",12000,12000,11.25,7,447.01,75000,3672,97,79.8,6,"Fully Paid"
"22170",9575,13200,12.46,2,292.03,58000,16037,103,48.2,6,"Fully Paid"
"26745",13750,13750,9.25,3,336.72,24000,3522,99,88,4,"Fully Paid"
"22357",12000,12000,9.76,10,412.82,202040,57,82,5.7,7,"Fully Paid"
"19277",6500,6500,13.71,0,202.67,21000,8172,105,77.1,8,"Fully Paid"
"28992",6000,6000,21.05,2,135.7,24000,2083,101,28.1,10,"Fully Paid"
"17072",12000,12000,22.24,2,271.08,60000,11024,97,65.6,18,"Fully Paid"
"9937",6475,6475,7.13,1,210.73,53000,473,106,17.5,4,"Fully Paid"
"926",8400,8400,15.84,0,289.76,30000,11568,106,73.3,19,"Fully Paid"
"12661",9875,14125,20.77,6,212.7,72000,3717,98,9,15,"Fully Paid"
"719",5000,5000,20.62,4,171.55,111740,29135,94,93.1,14,"Fully Paid"
"3019",6000,6000,21.16,0,210.83,60000,12394,104,45.9,12,"Fully Paid"
"17398",17600,17600,9.47,3,397.58,48000,1310,107,8.5,9,"Fully Paid"
"17335",3500,3500,13.15,3,113.55,23000,2099,105,41.4,4,"Fully Paid"
"11798",9000,9000,18.47,10,290.37,250000,2442,94,19.4,5,"Fully Paid"
"6153",16500,16500,8.21,10,333.78,80000,27829,93,44.7,8,"Fully Paid"
"28076",9000,9000,8,10,181.98,57000,5348,96,10.4,14,"Fully Paid"
"26831",6000,6000,20.85,2,138.4,32400,10932,100,18.5,10,"Fully Paid"
"29587",5325,5325,12.73,5,183.53,39300,8072,96,73.1,11,"Fully Paid"
"31419",5500,5500,19.79,2,180.05,48880,6035,101,23.9,8,"Fully Paid"
"25369",3500,3500,23.42,10,109.49,54000,50552,95,87.9,7,"Fully Paid"
"1957",8000,8000,17.33,4,260.59,36000,7571,106,74.1,6,"Fully Paid"
"21283",8400,8400,6.39,10,202.36,65000,474,88,39.5,6,"Fully Paid"
"16095",2200,2200,2.03,5,47.15,103200,1966,94,2.3,8,"Fully Paid"
"38356",10000,10000,19.32,0,327.82,41500,15368,100,87.1,5,"Fully Paid"
"29035",17500,17500,3.86,4,599.99,25000,11201,99,26,10,"Fully Paid"
"28568",1800,1800,16.89,5,56,51000,5709,88,78.2,10,"Fully Paid"
"27195",7200,7200,21.85,9,233.62,74076,6229,100,47.9,14,"Fully Paid"
"4190",15000,15000,18.7,3,529.51,52800,17914,89,68,8,"Fully Paid"
"28272",5000,5000,10.88,7,110.87,60000,10,95,0.2,7,"Fully Paid"
"15360",5200,5200,9.66,2,133.16,57739,7762,91,99.5,5,"Fully Paid"
"37624",7000,7000,7.77,2,219.36,44500,6301,97,22.7,10,"Fully Paid"
"17988",15000,15000,7.7,5,491.87,74000,9332,95,63.9,11,"Fully Paid"
"13521",9075,9075,20.95,6,282.25,85000,46698,94,46.7,13,"Fully Paid"
"9359",24000,24000,9.32,6,785.62,97500,1099,97,28.9,6,"Fully Paid"
"14642",6000,6000,9.04,2,148.77,28800,7261,103,71.2,7,"Fully Paid"
"28969",2500,2500,3.11,0,86.17,96000,7271,103,80.8,6,"Fully Paid"
"38171",17000,17000,0.6,1,544.17,60000,653,98,3.2,11,"Fully Paid"
"27794",8000,8000,6.2,4,248.89,115000,13724,80,25,18,"Fully Paid"
"5420",6500,6500,22.59,0,202.23,68000,11857,100,24.5,18,"Fully Paid"
"9856",35000,35000,13.53,1,879.09,110000,18116,93,44.1,15,"Fully Paid"
"6820",32000,32000,19.81,10,877.82,93000,57417,93,30.7,13,"Fully Paid"
"37690",7000,7000,19.68,10,231.37,65000,44548,95,39.6,23,"Fully Paid"
"17849",7125,7125,22.46,10,229.91,28000,10661,99,59.9,9,"Fully Paid"
"12554",4200,4200,20.4,4,139.49,48000,10256,99,59.4,15,"Fully Paid"
"33131",6000,6000,23.22,7,187.32,43000,11413,87,22.7,14,"Fully Paid"
"18014",21350,21350,19.44,0,486.44,60000,17521,95,37.7,14,"Fully Paid"
"2544",20000,20000,23.54,10,485.94,60000,20062,95,73.5,10,"Fully Paid"
"13505",8000,8000,3.64,3,252.51,62000,8097,94,42.8,6,"Fully Paid"
"29180",11200,11200,12.49,7,366.64,122004,49625,89,6,9,"Fully Paid"
"13368",19500,19500,14.24,7,539.79,45600,7346,99,79.8,6,"Fully Paid"
"23634",7200,7200,19.05,7,233.55,30000,14335,104,86.2,6,"Fully Paid"
"22986",4725,6500,7.14,4,93.37,60000,11787,99,61.4,6,"Fully Paid"
"25432",20000,20000,10.33,10,461.34,76800,8530,83,7.2,24,"Fully Paid"
"29495",9500,9500,16.75,9,309.32,38604,9235,96,67.4,3,"Fully Paid"
"21262",21250,21250,24.56,10,655.27,51060,31017,76,42.3,5,"Fully Paid"
"31944",4500,4500,0.78,7,153.62,65000,1177,100,3.7,13,"Fully Paid"
"12592",7800,7800,0.69,3,253.86,26000,617,95,23.7,2,"Fully Paid"
"4135",1300,1300,24.4,3,39.57,6000,7152,103,13.8,6,"Fully Paid"
"12374",10000,10000,13.18,3,339.31,62000,4556,105,18.6,5,"Fully Paid"
"24872",12950,16000,3.69,9,317.13,96000,14526,93,53.8,10,"Fully Paid"
"9473",3600,3600,13.25,5,109.51,50000,521,98,0.9,15,"Fully Paid"
"7985",14400,14400,16.33,10,485.13,117600,13180,90,41.4,14,"Fully Paid"
"20933",12000,12000,9.15,10,380.93,98000,14430,100,26.5,20,"Fully Paid"
"21605",24000,24000,11.14,5,509.82,55000,22447,99,63.4,6,"Fully Paid"
"36176",10000,10000,3.92,0,342.29,85000,3520,101,22.1,16,"Fully Paid"
"23164",9925,16000,13,7,196.11,96000,14389,102,18.2,18,"Fully Paid"
"18576",13000,13000,18.29,0,438.4,67000,9421,102,51.8,14,"Fully Paid"
"12093",12000,12000,20.96,5,272.98,37960,1968,106,17.1,3,"Fully Paid"
"4153",5000,5000,7.35,5,167.08,40000,973,107,27.8,4,"Fully Paid"
"16425",20000,20000,7.32,7,435.95,135000,1293,94,3.1,9,"Fully Paid"
"16460",12000,12000,12.75,1,296.75,45000,7773,101,75,7,"Fully Paid"
"1266",20000,20000,24.02,10,431.37,62400,15709,89,55.1,11,"Fully Paid"
"31276",6300,6300,6.25,3,193.85,115000,12345,95,17.4,9,"Fully Paid"
"13809",12000,12000,12.32,1,392.81,45000,21897,102,40.3,12,"Fully Paid"
"23018",4800,4800,20.57,5,145.57,55000,7428,97,18.7,17,"Fully Paid"
"12701",7125,7125,4.45,10,189.77,2e+05,7823,96,63.6,9,"Fully Paid"
"34894",16000,16000,13.93,10,530.63,94000,9867,90,24.1,15,"Fully Paid"
"5578",6700,6700,12.85,0,238.11,55000,2426,106,80.9,4,"Fully Paid"
"37827",18600,23575,22.74,3,640.24,75000,32682,91,96.1,10,"Fully Paid"
"33327",8000,8000,20.75,5,267.74,44000,6508,98,62,11,"Fully Paid"
"8555",18000,18000,11.65,7,464.86,54996,16226,104,78.4,7,"Fully Paid"
"27892",15850,25000,10.79,3,362.51,90000,9210,104,25.6,14,"Fully Paid"
"9682",28000,28000,9.7,8,651.37,2e+05,0,101,0,6,"Fully Paid"
"21771",19000,19000,22.41,2,465.28,52000,23016,99,84.3,5,"Fully Paid"
"6965",7000,7000,24.39,3,222.28,67550,6122,101,69.6,17,"Fully Paid"
"444",8475,12875,18.7,3,213.28,27600,5595,101,86.1,4,"Fully Paid"
"16401",16000,16000,14.22,5,392.5,60000,4166,100,75.7,4,"Fully Paid"
"19244",7200,7200,24.11,3,218.36,22000,5029,88,11.6,9,"Fully Paid"
"22112",9000,9000,7.33,6,291.93,85000,8926,101,48.7,10,"Fully Paid"
"25918",6800,6800,24.16,6,231.13,97000,53066,94,92,11,"Fully Paid"
"3231",30000,30000,9.05,10,636.09,72000,4094,93,5.8,11,"Fully Paid"
"35521",10000,10000,24.62,1,330.14,62000,22607,84,57.4,8,"Fully Paid"
"10006",14000,14000,18.22,1,498.38,122400,42264,101,79.3,12,"Fully Paid"
"8315",4800,4800,12.05,1,159.41,96000,26362,89,81.1,9,"Fully Paid"
"19700",14500,14500,24.75,3,316.07,45000,29031,98,76.2,11,"Fully Paid"
"19371",8400,8400,13.04,4,275.45,54000,4498,100,97.8,5,"Fully Paid"
"37406",7500,7500,20.4,1,259.08,30000,1244,99,44.4,10,"Fully Paid"
"6469",8500,8500,8.02,2,264.45,25000,8435,101,26.4,5,"Fully Paid"
"3174",35000,35000,12.94,2,967.86,145000,11556,97,19.9,24,"Fully Paid"
"26727",16800,16800,13.13,2,401.53,88936,25880,101,78.4,8,"Fully Paid"
"19895",12000,12000,15.18,4,372.12,60000,7723,101,26.6,7,"Fully Paid"
"550",16000,16000,2.78,3,491.26,104000,1935,96,3.2,10,"Fully Paid"
"17798",5000,5000,0.5,1,155.05,60000,338,106,2.7,3,"Fully Paid"
"7454",12000,12000,24.74,0,284.16,65000,33049,98,68.2,11,"Fully Paid"
"31218",25000,25000,13.96,10,870.71,79000,26018,83,43.9,14,"Fully Paid"
"21851",10500,10500,24.59,10,246.83,130000,27903,88,36.7,21,"Fully Paid"
"17299",30000,30000,21.8,10,735.94,64800,47935,98,69.1,10,"Fully Paid"
"7233",8000,8000,12.54,10,248.89,51000,50805,95,68.2,5,"Fully Paid"
"20871",16000,16000,20.01,10,411.01,83000,9047,87,26.2,13,"Fully Paid"
"9789",7500,7500,19.45,5,170.61,159996,45385,89,87.6,12,"Fully Paid"
"34619",9200,9200,1.78,10,287.22,61476,4600,90,18.4,6,"Fully Paid"
"25679",14000,14000,16.38,6,437.94,120000,1062,89,7.6,13,"Fully Paid"
"21845",5000,5000,10.75,5,167.54,45000,6211,98,68.3,7,"Fully Paid"
"22501",11550,12925,13.15,10,354.21,92000,0,99,5.79,9,"Fully Paid"
"14926",5000,5000,14.1,2,164.86,40000,8297,95,50.9,6,"Fully Paid"
"32421",1000,1000,10.69,0,31.62,55000,17069,82,11.3,22,"Fully Paid"
"17806",3000,3000,15.58,1,96.81,57000,4939,96,64.1,4,"Fully Paid"
"8797",14125,14125,18.2,4,475.86,30000,24339,100,50.5,5,"Fully Paid"
"6809",7000,7000,17.64,2,219.04,33000,7091,105,39.8,16,"Fully Paid"
"3435",3000,3000,4.33,0,93.88,18000,1558,100,20.8,5,"Fully Paid"
"31039",6000,6000,15.65,4,205.71,52000,13800,97,93.2,16,"Fully Paid"
"6402",28000,28000,25.37,10,632.66,105000,35818,99,64.7,13,"Fully Paid"
"18721",20000,20000,11.41,3,510.6,59000,9331,95,74.6,8,"Fully Paid"
"6057",28000,28000,13.99,10,632.66,145000,66742,88,63.3,15,"Fully Paid"
"38050",20000,20000,4.19,10,640.2,120000,311,94,0,7,"Fully Paid"
"24599",25000,25000,12.86,3,581.45,69996,13862,94,82,7,"Fully Paid"
"35854",1500,3000,19.85,0,51.58,56160,15198,97,84,6,"Fully Paid"
"25408",1800,1800,1.17,5,59.04,168288,2838,89,26.5,8,"Fully Paid"
"16631",3000,3000,24.73,3,98.38,57600,2126,102,30.4,8,"Fully Paid"
"2139",15000,15000,4.38,7,539.14,89000,7781,100,83.7,8,"Fully Paid"
"3103",15000,15000,15.78,5,399.92,75000,14017,97,87.6,7,"Fully Paid"
"8825",14500,14500,10.1,3,437.32,120000,145518,92,14.1,14,"Fully Paid"
"10833",8000,8000,15.13,10,261.88,64000,4969,101,28.6,17,"Fully Paid"
"25734",18000,18000,13.35,3,587.17,108639,19141,94,76.9,8,"Fully Paid"
"19490",3000,3000,0.46,10,104.41,21000,275,79,91.7,2,"Fully Paid"
"14353",4000,4000,13.11,10,135.73,70000,13182,105,35.4,19,"Fully Paid"
"13629",5000,5000,6.62,1,164.86,37500,7187,102,92.1,4,"Fully Paid"
"20450",15000,15000,3.17,8,457.49,94000,11691,81,65.3,9,"Fully Paid"
"35850",3200,3200,3.82,0,110.03,39000,6039,104,28.1,9,"Fully Paid"
"35956",12000,12000,9.4,7,405.25,84000,15127,100,45.6,8,"Fully Paid"
"28145",5000,5000,18.35,1,171.74,51996,5338,98,91.4,5,"Fully Paid"
"16916",3500,3500,6.15,0,106.15,140000,11366,94,32.3,15,"Fully Paid"
"23425",5000,5000,15.69,10,151.64,65000,4979,86,18.9,11,"Fully Paid"
"16130",17000,17000,21.8,6,390.56,54000,13176,96,39.3,7,"Fully Paid"
"1572",35000,35000,23.8,0,819.3,65000,25631,100,69.5,7,"Fully Paid"
"26288",8400,8400,8.38,3,193.76,70000,606,101,55.1,6,"Fully Paid"
"25108",15000,15000,16.69,2,389.44,63000,8615,102,99,7,"Fully Paid"
"21326",8000,8000,12.92,10,272.34,55000,14353,84,70.5,15,"Fully Paid"
"9975",15350,15350,18.43,10,484.5,80000,45620,88,48.5,12,"Fully Paid"
"13662",10000,10000,17.63,1,351.53,66000,5896,95,85.4,8,"Fully Paid"
"17686",9000,9000,20.33,6,196.18,82000,9810,89,84.6,13,"Fully Paid"
"31244",13000,13000,18.68,2,438.69,64000,15362,105,49.9,9,"Fully Paid"
"11043",7175,7175,23.01,3,241.72,40100,13801,95,81.2,8,"Fully Paid"
"11617",6000,6000,3.48,1,180.96,165996,13782,91,29.9,7,"Fully Paid"
"33759",7000,7000,0.22,5,236.61,80000,182,78,3.6,3,"Fully Paid"
"13119",5000,5000,5.64,4,169.66,33600,3122,106,37.6,6,"Fully Paid"
"18976",35000,35000,10.11,0,858.59,75000,530,91,0.8,14,"Fully Paid"
"13067",4000,4000,11.51,10,142.99,34000,12830,100,82.8,7,"Fully Paid"
"6811",1200,1200,13.49,6,42.37,42000,3255,96,40.7,4,"Fully Paid"
"22529",15000,15000,6.33,0,502.6,56496,8865,105,31,7,"Fully Paid"
"28625",8500,8500,21.76,0,286.85,38000,28677,98,91.6,6,"Fully Paid"
"18734",6000,6000,16.39,10,128.58,118800,74851,93,84.5,13,"Fully Paid"
"28494",1000,1000,1.76,10,30.6,70885,5950,95,15.8,7,"Fully Paid"
"13199",13600,13600,15.77,4,475.59,65000,14000,104,70.4,12,"Fully Paid"
"36331",5000,5000,8.66,0,169.62,54996,5337,104,56.2,4,"Fully Paid"
"13470",14400,14400,20.58,10,316.63,52000,12453,86,19.2,20,"Fully Paid"
"36757",4200,4200,8.52,6,134.18,36895.02,13385,96,57.5,8,"Fully Paid"
"16553",6000,6000,3.5,10,181.97,70000,2166,99,12.8,4,"Fully Paid"
"19860",7200,7200,20.25,5,224.5,54996,2787,104,24.4,9,"Fully Paid"
"19353",6375,6375,20.66,7,207.93,32000,7168,104,47.5,10,"Fully Paid"
"20109",1000,1000,2.12,1,30.33,30000,1178,105,3.6,8,"Fully Paid"
"23210",20000,20000,17.11,8,421.22,56100,29437,95,69.1,7,"Fully Paid"
"3411",28000,28000,12.76,10,746.52,55000,17982,95,39.3,4,"Fully Paid"
"794",14000,14000,27.86,7,444.55,108000,38144,89,44.8,14,"Fully Paid"
"9557",16000,16000,11.1,10,401.87,67548,0,95,0.83,5,"Fully Paid"
"21531",15000,15000,12.88,10,318.64,30000,5443,99,45.4,5,"Fully Paid"
"14991",4500,4500,4.86,10,135.72,25200,4346,94,17.4,5,"Fully Paid"
"2979",12000,12000,12.39,3,440.06,62200,3385,103,99.6,6,"Fully Paid"
"12865",10000,10000,6.12,1,345.63,1e+05,11569,100,87,9,"Fully Paid"
"9486",3500,3500,3.09,3,89.63,32640,3431,105,49,2,"Fully Paid"
"26557",9000,9000,9.68,4,181.98,168000,43081,89,38.4,14,"Fully Paid"
"22757",2500,2500,9.44,0,85.56,45000,14332,90,98.8,5,"Fully Paid"
"3955",9400,9400,6.19,7,288.62,98280,2098,95,31.8,7,"Fully Paid"
"4001",15350,15350,25.93,10,353.13,48000,17580,94,67.9,10,"Fully Paid"
"8474",22000,22000,5.23,7,590.49,148000,43,78,0.4,7,"Fully Paid"
"1409",6000,6000,4.23,10,184.23,38000,481,99,6.4,5,"Fully Paid"
"21698",12000,12000,12.97,4,284.41,72000,8684,91,55.3,8,"Fully Paid"
"18740",35000,35000,10.8,3,1192.83,79000,0,98,0,9,"Fully Paid"
"10148",9000,9000,6.98,7,284.07,50000,4239,100,15,8,"Fully Paid"
"6840",8400,8400,18.06,2,277.84,41000,11794,92,29,10,"Fully Paid"
"37053",9000,9000,12.3,0,293.93,28000,11679,96,51.2,5,"Fully Paid"
"27292",4000,4000,6.18,10,123.07,57431,18833,96,50.8,14,"Fully Paid"
"10316",8000,8000,14.73,10,241.28,62000,2468,98,23.1,9,"Fully Paid"
"13323",3000,3000,2.83,6,65.22,50000,2892,99,19.2,6,"Fully Paid"
"15014",10000,10000,9.94,5,339.31,39216,4196,100,47.1,9,"Fully Paid"
"4415",28000,28000,3.8,3,876.13,96000,17801,100,16.5,11,"Fully Paid"
"33945",16000,16000,5.84,2,524.86,77000,20015,73,34.9,10,"Fully Paid"
"29275",24000,24000,3.72,9,785.65,75860,8901,96,21,4,"Fully Paid"
"18333",4000,4000,10.06,3,121.31,47000,13695,103,49.4,7,"Fully Paid"
"25704",4750,4750,19.33,7,164.29,37000,1166,99,24.3,13,"Fully Paid"
"33509",13750,13750,24.04,10,500.09,56000,17783,97,98.8,8,"Fully Paid"
"8694",10000,10000,22.05,3,327.34,35000,8752,101,83.4,12,"Fully Paid"
"31464",25000,25000,21.63,10,839.16,121000,13833,94,64.9,10,"Fully Paid"
"36580",6000,6000,22.46,0,192.57,31200,11049,101,28.3,13,"Fully Paid"
"8287",20000,20000,16.17,5,502.34,104400,19229,105,80.9,8,"Fully Paid"
"21832",2400,2400,24.49,0,77.85,23520,6217,105,87.6,6,"Fully Paid"
"31205",24000,24000,21.78,1,849.06,60000,35819,101,95.8,8,"Fully Paid"
"37608",1000,1000,9.45,0,32.01,61000,9332,99,97.2,5,"Fully Paid"
"35467",10000,10000,15.94,0,337.71,55016,14588,94,94.1,6,"Fully Paid"
"29329",20000,20000,19.34,10,674.9,130000,30157,88,59.2,19,"Fully Paid"
"9848",10000,10000,12.99,1,325.45,34560,6379,98,79.7,5,"Fully Paid"
"34534",15000,15000,8.88,4,499.5,52000,9184,79,50.5,4,"Fully Paid"
"27836",25000,25000,14.93,10,869.21,79416,32605,95,86.3,13,"Fully Paid"
"26528",25000,25000,7.27,9,845.13,1e+05,12810,95,86,11,"Fully Paid"
"16451",3000,3000,10.56,1,100.63,51600,9354,100,60.3,4,"Fully Paid"
"2715",6000,6000,22.99,6,193.35,62000,17433,98,67.3,12,"Fully Paid"
"30453",8000,8000,3.4,10,257.69,74500,7513,89,89.4,8,"Fully Paid"
"4067",12000,12000,10.16,3,386.7,140000,5578,95,62,5,"Fully Paid"
"15571",13000,13000,12.61,2,417.22,47000,4132,96,72.5,5,"Fully Paid"
"16151",15000,15000,8.49,9,484.01,120000,10396,92,52.9,8,"Fully Paid"
"3585",5000,5000,10.12,1,156.46,76000,1759,101,58.6,4,"Fully Paid"
"2579",2400,2400,16.4,3,80.2,45000,5703,103,23.5,20,"Fully Paid"
"908",30000,30000,11.44,2,822.95,85000,23760,102,97.3,9,"Fully Paid"
"37513",4100,6000,3.99,0,135.52,39996,7102,101,18.7,18,"Fully Paid"
"10496",4500,4500,18.48,9,152.69,20000,3239,107,49.8,4,"Fully Paid"
"21772",25000,25000,15.42,9,869.09,75000,28342,96,80.7,10,"Fully Paid"
"17489",4000,4000,29.15,7,85.72,59000,24419,97,36.4,15,"Fully Paid"
"31745",1000,1000,13.56,2,33.3,33000,13781,104,65.8,8,"Fully Paid"
"2825",8600,8600,16.05,8,280.13,40000,11000,92,74.8,12,"Fully Paid"
"22413",15300,25000,9.46,9,405.62,120000,9550,88,64.1,8,"Fully Paid"
"17950",7000,7000,22.11,1,227.09,53250,8839,106,80.4,11,"Fully Paid"
"18077",8000,8000,19.45,4,272.65,54600,10673,94,31.9,18,"Fully Paid"
"15619",6000,6000,6.67,3,185.05,50000,0,101,0,10,"Fully Paid"
"9874",5000,5000,3.91,0,163.67,29120,3077,107,29.4,8,"Fully Paid"
"27978",8800,8800,21.59,2,188.63,45000,18694,95,28.1,11,"Fully Paid"
"10857",5000,5000,6.98,4,174.85,54000,6726,98,59,11,"Fully Paid"
"35826",15000,15000,3.48,2,499.73,80600,11774,90,44.4,8,"Fully Paid"
"29674",4000,4000,22.92,0,131.65,21000,2744,106,33.1,8,"Fully Paid"
"21280",12400,12400,17.13,4,400.06,80000,15767,99,63.3,10,"Fully Paid"
"17230",8000,8000,11.77,5,248.08,45286.8,18114,91,56.7,8,"Fully Paid"
"4086",12475,12475,10.04,10,379.69,88000,18064,76,20.7,11,"Fully Paid"
"8918",12600,12600,14.67,2,322.64,63000,8878,100,63,14,"Fully Paid"
"35664",7000,7000,2.4,1,233.21,15000,3956,105,38.8,5,"Fully Paid"
"36350",15000,15000,6.19,10,527.36,50000,11819,98,75.8,8,"Fully Paid"
"31077",8000,8000,9,4,280.09,30000,7130,106,55.3,7,"Fully Paid"
"5840",20000,20000,11.84,2,499.96,67500,19189,98,87,21,"Fully Paid"
"16008",9600,9600,25.28,7,297.7,80730,34534,96,62.5,12,"Fully Paid"
"3118",7000,7000,20.4,1,247.11,35000,7285,100,74.3,8,"Fully Paid"
"14386",10000,10000,0.71,2,311.02,42000,84,91,1,4,"Fully Paid"
"23740",10000,10000,0.71,0,311.11,59000,967,93,7.2,5,"Fully Paid"
"7218",30000,30000,18.09,10,1094.23,166000,64740,66,85.1,16,"Fully Paid"
"32766",10000,10000,10.33,5,317.72,64500,14880,99,58,6,"Fully Paid"
"33385",3600,3600,23.92,2,114.38,35000,8151,103,57,6,"Fully Paid"
"9596",3525,3525,16.74,10,76.63,129996,49289,88,78.2,10,"Fully Paid"
"1147",14000,14000,14.48,1,289.94,46000,13385,99,23.7,13,"Fully Paid"
"24322",10000,10000,9.49,10,312.82,122400,22375,90,54.4,9,"Fully Paid"
"35626",8500,8500,14.86,2,288.35,125000,27648,87,95.5,11,"Fully Paid"
"18618",12000,12000,18.16,3,393.5,115000,33629,90,83.2,16,"Fully Paid"
"28372",15000,15000,17.9,10,486.69,70000,22879,100,59,5,"Fully Paid"
"19450",15000,15000,19.86,3,467.7,47000,4175,97,17,10,"Fully Paid"
"19041",6300,6300,17.9,3,154.55,96000,8220,98,76.1,9,"Fully Paid"
"25316",25000,25000,15.95,7,828.69,190000,35783,89,63.9,13,"Fully Paid"
"26432",8500,8500,11.49,5,264.45,66000,9704,95,16.7,12,"Fully Paid"
"29217",8000,8000,6.57,3,260.48,65000,55999,99,7.1,7,"Fully Paid"
"33996",6000,6000,6.3,2,201.8,52000,9339,81,33.2,10,"Fully Paid"
"10551",4600,4600,4.03,0,157.2,58000,9906,105,68.3,7,"Fully Paid"
"19938",20000,20000,13.89,4,688.81,114996,34799,80,74,8,"Fully Paid"
"35396",7000,7000,9.76,0,229,37000,9724,103,50.4,7,"Fully Paid"
"7610",25000,25000,15.82,10,614.48,98000,40994,92,79.3,10,"Fully Paid"
"25207",2500,2500,8.3,3,57.18,12000,194,102,24.2,3,"Fully Paid"
"29728",15000,15000,12.62,4,483.16,60000,13459,92,71.6,6,"Fully Paid"
"8232",14000,14000,12.21,10,280.47,40000,14685,91,31.9,7,"Fully Paid"
"16613",5475,5475,14.4,6,183.64,25000,5492,89,36.6,10,"Fully Paid"
"35771",5000,5000,15.85,3,156.69,34000,5748,81,12.3,11,"Fully Paid"
"38392",9500,9500,21.93,1,306.36,58000,26218,95,28.7,20,"Fully Paid"
"4191",3600,3600,12.59,0,123.52,26400,1990,104,99.5,4,"Fully Paid"
"38452",3000,3000,2.69,4,95.87,36600,1492,95,33.2,4,"Fully Paid"
"11349",10000,10000,21.65,10,315.63,26000,4893,101,57.6,10,"Fully Paid"
"11136",6000,6000,18.14,8,199.26,105500,44469,99,80.6,10,"Fully Paid"
"31313",25000,25000,20.88,10,879.85,135000,13018,81,68.4,18,"Fully Paid"
"5164",14000,14000,15.72,0,349.98,72000,11687,103,65.7,5,"Fully Paid"
"20502",7500,7500,16.07,6,155.26,43000,1553,93,10.9,11,"Fully Paid"
"35374",2100,2100,0.39,0,69.97,33500,569,103,17.2,4,"Fully Paid"
"4741",28000,28000,2.14,1,902.3,115000,16941,102,42.1,3,"Fully Paid"
"13300",12000,12000,4.57,2,392.81,95000,12093,103,53.8,3,"Fully Paid"
"25306",6000,6000,20.78,2,214.49,50004,16991,104,98.2,9,"Fully Paid"
"24348",5500,5500,17.96,6,171.11,54996,7982,98,30.1,8,"Fully Paid"
"23625",15000,15000,10,6,462.54,83000,16832,90,41.9,11,"Fully Paid"
"27618",10000,10000,11.49,4,253.56,54000,322,99,3.7,5,"Fully Paid"
"36075",18000,18000,13.36,10,599.67,52526,17064,93,56.7,6,"Fully Paid"
"28967",10575,15000,14.38,10,239.16,72000,17366,91,89.5,7,"Fully Paid"
"1978",12000,12000,9.25,6,411.71,55000,14254,100,47.7,10,"Fully Paid"
"24952",4000,4000,22.51,9,123.07,46000,39413,93,51.5,12,"Fully Paid"
"9601",6000,6000,6.48,10,180.96,1e+05,3953,80,4.3,14,"Fully Paid"
"27903",7500,7500,15.6,10,164.91,55000,8900,90,43,9,"Fully Paid"
"12157",16000,16000,14.46,3,351.81,56004,4446,101,12.9,15,"Fully Paid"
"33256",3000,3000,9.48,3,92.7,40000,1326,92,18.2,6,"Fully Paid"
"713",11000,11000,14.09,1,349.29,50000,13414,101,74.8,8,"Fully Paid"
"11596",7200,7200,20.37,5,219.01,75600,5312,78,22.7,11,"Fully Paid"
"33179",3750,3750,18.91,3,131.2,21000,13881,106,90.7,3,"Fully Paid"
"34121",5000,5000,17.68,5,156.1,41000,1757,100,9.3,12,"Fully Paid"
"15509",13000,13000,19.25,0,424.01,38400,28032,95,61.2,7,"Fully Paid"
"27253",6000,6000,7.85,1,145.75,24000,3646,78,77.6,8,"Fully Paid"
"4968",9825,9825,19.87,10,307.43,50000,28080,93,58.1,8,"Fully Paid"
"36138",24000,24000,14.93,2,847.53,79996,30564,99,78.6,4,"Fully Paid"
"19856",10000,10000,14.52,10,362.78,180000,71182,96,98,12,"Fully Paid"
"5312",3000,3000,7.2,2,100.64,18000,1374,106,91.6,2,"Fully Paid"
"5604",14225,14225,21.99,10,319.46,80000,29602,83,33,18,"Fully Paid"
"6936",8400,8400,7.54,10,255.66,50000,7029,88,14.9,8,"Fully Paid"
